lead_id,lead_date,origin,locadora,region,supervisor,sdr,order_date,credit_analysis_date,approved_date,formalized_date,signed_date,stage,gmv,amount_paid,target_formalized,target_signed,is_order,is_approved,is_formalized,is_signed
L104815,2026-02-23,Inbound,Locadora B,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104816,2026-06-07,Inbound,Locadora A,Sudeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104817,2026-03-01,Inbound,Locadora B,Sudeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104818,2026-04-07,C2C,Locadora A,Centro-Oeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104819,2026-06-18,Inbound,Locadora B,Norte,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104820,2026-04-08,Inbound,Locadora B,Norte,Supervisor A,SDR H,2026-04-10,2026-04-14,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104821,2026-05-04,Inbound,Locadora B,Sudeste,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104822,2026-06-14,Inbound,Locadora A,Sudeste,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104823,2026-06-26,Inbound,Locadora B,Nordeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104824,2026-04-01,C2C,Locadora A,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104825,2026-03-17,Inbound,Locadora A,Sul,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104826,2026-02-05,Farmer,Locadora A,Norte,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104827,2026-04-08,Crossover,Locadora A,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104828,2026-06-16,Farmer,Locadora A,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104829,2026-03-30,Inbound,Locadora A,Nordeste,Supervisor D,SDR D,2026-04-02,2026-04-05,2026-04-09,2026-04-10,2026-04-16,Assinado,39226.42,38477.99,6,5,1,1,1,1
L104830,2026-03-05,C2C,Locadora A,Centro-Oeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104831,2026-01-20,Inbound,Locadora A,Norte,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104832,2026-03-12,Crossover,Locadora A,Sul,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104833,2026-02-12,Inbound,Locadora B,Sudeste,Supervisor A,SDR D,2026-02-16,2026-02-20,2026-02-21,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L104834,2026-06-26,Inbound,Locadora A,Nordeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104835,2026-04-06,Inbound,Locadora B,Centro-Oeste,Supervisor C,SDR B,2026-04-07,2026-04-10,2026-04-11,2026-04-18,2026-04-26,Assinado,61232.69,54066.89,6,5,1,1,1,1
L104836,2026-01-25,Inbound,Locadora B,Norte,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104837,2026-01-13,Inbound,Locadora A,Sul,Supervisor A,SDR F,2026-01-14,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L104838,2026-06-03,Farmer,Locadora A,Sul,Supervisor B,SDR F,2026-06-08,2026-06-09,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104839,2026-06-18,Inbound,Locadora A,Sudeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104840,2026-05-19,C2C,Locadora A,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104841,2026-01-23,Inbound,Locadora A,Norte,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104842,2026-01-18,Crossover,Locadora A,Norte,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104843,2026-02-05,Inbound,Locadora A,Sul,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104844,2026-05-16,Crossover,Locadora A,Norte,Supervisor D,SDR B,2026-05-20,2026-05-22,2026-05-26,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L104845,2026-05-19,Inbound,Locadora A,Sudeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104846,2026-06-01,Inbound,Locadora B,Nordeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104847,2026-01-18,Inbound,Locadora A,Sul,Supervisor C,SDR C,2026-01-21,2026-01-23,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104848,2026-01-28,Inbound,Locadora B,Centro-Oeste,Supervisor C,SDR A,2026-01-30,2026-02-01,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104849,2026-06-12,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104850,2026-06-18,Inbound,Locadora A,Sul,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104851,2026-05-12,C2C,Locadora A,Nordeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104852,2026-01-20,Inbound,Locadora A,Sudeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104853,2026-01-13,Inbound,Locadora A,Nordeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104854,2026-01-11,Inbound,Locadora A,Sudeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104855,2026-05-06,Farmer,Locadora A,Sudeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104856,2026-06-03,Inbound,Locadora B,Centro-Oeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104857,2026-04-25,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR D,2026-04-29,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L104858,2026-02-17,C2C,Locadora A,Nordeste,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104859,2026-05-18,Farmer,Locadora B,Sudeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104860,2026-01-11,Inbound,Locadora A,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104861,2026-05-30,Crossover,Locadora B,Sul,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104862,2026-06-11,Crossover,Locadora A,Nordeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104863,2026-05-11,Inbound,Locadora A,Norte,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104864,2026-06-09,Farmer,Locadora A,Nordeste,Supervisor C,SDR C,2026-06-13,2026-06-14,2026-06-15,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L104865,2026-04-17,Inbound,Locadora A,Sul,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104866,2026-03-26,Crossover,Locadora A,Nordeste,Supervisor A,SDR F,2026-03-30,2026-04-02,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104867,2026-02-28,Inbound,Locadora B,Sudeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104868,2026-06-16,Inbound,Locadora A,Norte,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104869,2026-05-07,Inbound,Locadora B,Sul,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104870,2026-02-04,Crossover,Locadora A,Sudeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104871,2026-06-23,Crossover,Locadora A,Sul,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104872,2026-01-11,Inbound,Locadora B,Nordeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104873,2026-04-17,Crossover,Locadora B,Sudeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104874,2026-02-04,Inbound,Locadora A,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104875,2026-05-01,Crossover,Locadora A,Centro-Oeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104876,2026-03-16,Inbound,Locadora A,Norte,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104877,2026-03-21,Farmer,Locadora A,Sul,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104878,2026-05-02,C2C,Locadora B,Sudeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104879,2026-05-17,C2C,Locadora A,Centro-Oeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104880,2026-03-10,Inbound,Locadora A,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104881,2026-06-30,Crossover,Locadora A,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104882,2026-04-01,Inbound,Locadora A,Sudeste,Supervisor C,SDR F,2026-04-05,2026-04-08,2026-04-10,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L104883,2026-01-30,Inbound,Locadora A,Sul,Supervisor B,SDR F,2026-01-31,2026-02-03,2026-02-05,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L104884,2026-01-02,Crossover,Locadora A,Sudeste,Supervisor A,SDR G,2026-01-04,2026-01-05,2026-01-08,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L104885,2026-02-06,Inbound,Locadora A,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104886,2026-05-06,Inbound,Locadora B,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104887,2026-04-08,Inbound,Locadora B,Centro-Oeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104888,2026-03-03,Inbound,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104889,2026-03-29,Inbound,Locadora A,Sudeste,Supervisor A,SDR C,2026-04-01,2026-04-02,2026-04-04,2026-04-10,2026-04-12,Assinado,67416.79,56054.08,6,5,1,1,1,1
L104890,2026-06-01,Inbound,Locadora B,Sul,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104891,2026-04-14,C2C,Locadora B,Centro-Oeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104892,2026-01-11,Crossover,Locadora B,Nordeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104893,2026-01-09,Crossover,Locadora A,Sul,Supervisor B,SDR H,2026-01-12,2026-01-15,2026-01-17,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L104894,2026-03-29,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104895,2026-03-15,Inbound,Locadora A,Nordeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104896,2026-06-03,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104897,2026-04-16,Crossover,Locadora A,Sul,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104898,2026-05-17,C2C,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104899,2026-04-16,Inbound,Locadora A,Sudeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104900,2026-03-04,Inbound,Locadora A,Sudeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104901,2026-04-29,Inbound,Locadora A,Sudeste,Supervisor C,SDR E,2026-05-01,2026-05-02,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104902,2026-04-23,C2C,Locadora A,Norte,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104903,2026-05-11,Inbound,Locadora A,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104904,2026-02-04,C2C,Locadora A,Sul,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104905,2026-04-27,Inbound,Locadora B,Norte,Supervisor A,SDR B,2026-04-29,2026-05-03,2026-05-04,2026-05-07,,Formalizado,56991.04,0.0,6,5,1,1,1,0
L104906,2026-02-21,Inbound,Locadora A,Sul,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104907,2026-05-24,C2C,Locadora A,Sudeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104908,2026-05-25,Inbound,Locadora A,Norte,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104909,2026-04-24,Inbound,Locadora A,Sudeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104910,2026-06-21,C2C,Locadora A,Sudeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104911,2026-04-08,Crossover,Locadora A,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104912,2026-01-05,Inbound,Locadora B,Sudeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104913,2026-04-20,C2C,Locadora A,Nordeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104914,2026-05-21,C2C,Locadora B,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104915,2026-01-19,C2C,Locadora A,Nordeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104916,2026-01-19,C2C,Locadora A,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104917,2026-02-19,Crossover,Locadora A,Norte,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104918,2026-06-02,C2C,Locadora A,Sudeste,Supervisor D,SDR G,2026-06-07,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L104919,2026-04-06,Inbound,Locadora B,Norte,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104920,2026-06-26,Inbound,Locadora A,Sudeste,Supervisor A,SDR G,2026-06-29,2026-06-30,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104921,2026-06-08,Inbound,Locadora A,Nordeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104922,2026-04-11,Farmer,Locadora A,Nordeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104923,2026-05-03,Inbound,Locadora B,Sul,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104924,2026-03-01,C2C,Locadora A,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104925,2026-01-17,Inbound,Locadora A,Sul,Supervisor B,SDR B,2026-01-21,2026-01-22,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104926,2026-03-14,Inbound,Locadora A,Sul,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104927,2026-04-18,Inbound,Locadora A,Sul,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104928,2026-02-02,Crossover,Locadora A,Sul,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104929,2026-02-10,Inbound,Locadora A,Norte,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104930,2026-01-03,Inbound,Locadora B,Norte,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104931,2026-05-13,Inbound,Locadora A,Sul,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104932,2026-06-12,Crossover,Locadora A,Sudeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104933,2026-05-30,Inbound,Locadora A,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104934,2026-03-10,Inbound,Locadora B,Centro-Oeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104935,2026-04-18,Inbound,Locadora A,Norte,Supervisor D,SDR E,2026-04-23,2026-04-25,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104936,2026-06-23,Inbound,Locadora B,Sudeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104937,2026-04-18,Inbound,Locadora A,Sudeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104938,2026-02-23,Inbound,Locadora A,Sudeste,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104939,2026-03-03,Inbound,Locadora B,Sudeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104940,2026-05-12,Inbound,Locadora B,Norte,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104941,2026-03-22,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104942,2026-06-01,Inbound,Locadora A,Sudeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104943,2026-06-06,Inbound,Locadora A,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104944,2026-01-07,Inbound,Locadora A,Sudeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104945,2026-05-11,Inbound,Locadora B,Centro-Oeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104946,2026-03-08,C2C,Locadora B,Centro-Oeste,Supervisor A,SDR B,2026-03-12,2026-03-16,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104947,2026-04-05,Inbound,Locadora A,Sudeste,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104948,2026-02-17,Inbound,Locadora B,Sudeste,Supervisor A,SDR A,2026-02-21,2026-02-23,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104949,2026-03-08,C2C,Locadora A,Nordeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104950,2026-03-01,Inbound,Locadora B,Nordeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104951,2026-01-10,Inbound,Locadora B,Sul,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104952,2026-05-22,C2C,Locadora B,Sul,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104953,2026-01-26,Crossover,Locadora B,Norte,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104954,2026-03-10,C2C,Locadora B,Centro-Oeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104955,2026-02-04,Inbound,Locadora A,Norte,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104956,2026-01-30,Inbound,Locadora A,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104957,2026-03-09,Inbound,Locadora A,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104958,2026-06-16,Crossover,Locadora A,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104959,2026-06-20,C2C,Locadora A,Nordeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104960,2026-03-11,Crossover,Locadora B,Centro-Oeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104961,2026-04-02,Inbound,Locadora A,Sudeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104962,2026-06-28,Inbound,Locadora B,Norte,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104963,2026-02-12,Inbound,Locadora A,Norte,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104964,2026-06-20,Inbound,Locadora B,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104965,2026-01-20,Farmer,Locadora B,Centro-Oeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104966,2026-02-10,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104967,2026-03-03,C2C,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104968,2026-01-07,Crossover,Locadora A,Centro-Oeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104969,2026-05-28,Crossover,Locadora B,Sudeste,Supervisor B,SDR B,2026-06-01,2026-06-03,2026-06-04,2026-06-11,2026-06-19,Assinado,136815.32,115105.96,6,5,1,1,1,1
L104970,2026-06-04,Inbound,Locadora B,Nordeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104971,2026-03-11,Crossover,Locadora A,Nordeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104972,2026-06-01,Inbound,Locadora A,Nordeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104973,2026-05-20,Crossover,Locadora A,Centro-Oeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104974,2026-05-26,Farmer,Locadora A,Sudeste,Supervisor A,SDR B,2026-05-29,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L104975,2026-05-26,C2C,Locadora B,Sudeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104976,2026-04-14,C2C,Locadora A,Centro-Oeste,Supervisor D,SDR B,2026-04-18,2026-04-20,2026-04-23,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L104977,2026-01-21,C2C,Locadora B,Sudeste,Supervisor C,SDR C,2026-01-26,2026-01-30,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104978,2026-06-17,C2C,Locadora B,Centro-Oeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104979,2026-04-21,Inbound,Locadora B,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104980,2026-06-13,Inbound,Locadora A,Sudeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104981,2026-06-23,C2C,Locadora A,Sul,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104982,2026-02-03,C2C,Locadora B,Centro-Oeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104983,2026-03-14,C2C,Locadora A,Sul,Supervisor B,SDR D,2026-03-16,2026-03-18,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104984,2026-02-04,Farmer,Locadora B,Centro-Oeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104985,2026-01-10,Inbound,Locadora A,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104986,2026-06-24,C2C,Locadora A,Centro-Oeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104987,2026-06-17,C2C,Locadora B,Centro-Oeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104988,2026-06-18,Inbound,Locadora B,Sul,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104989,2026-06-09,C2C,Locadora A,Sudeste,Supervisor A,SDR H,2026-06-14,2026-06-18,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104990,2026-04-28,Inbound,Locadora A,Sul,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104991,2026-04-05,C2C,Locadora A,Sudeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104992,2026-06-29,Crossover,Locadora A,Centro-Oeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104993,2026-04-10,C2C,Locadora A,Sudeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104994,2026-04-27,Crossover,Locadora A,Nordeste,Supervisor D,SDR D,2026-04-29,2026-05-02,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L104995,2026-02-08,Inbound,Locadora A,Nordeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104996,2026-05-16,Crossover,Locadora A,Sul,Supervisor A,SDR F,2026-05-21,2026-05-22,2026-05-25,2026-05-27,2026-05-29,Assinado,31774.18,30987.27,6,5,1,1,1,1
L104997,2026-05-29,Inbound,Locadora A,Nordeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104998,2026-05-03,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L104999,2026-04-01,C2C,Locadora A,Sudeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L105000,2026-02-05,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L105001,2026-01-07,C2C,Locadora A,Norte,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L105002,2026-04-24,Inbound,Locadora A,Sudeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L105003,2026-05-04,Crossover,Locadora A,Sudeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L105004,2026-05-20,Farmer,Locadora A,Sul,Supervisor A,SDR B,2026-05-25,2026-05-26,2026-05-27,2026-05-30,2026-06-06,Assinado,113884.57,105311.61,6,5,1,1,1,1
L105005,2026-06-22,Inbound,Locadora B,Sudeste,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L105006,2026-04-01,Inbound,Locadora B,Sul,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
